Indicator Name,Region,Country Code,Country,Year,Sex,Age,Location,Occupation,Value,LowerBound,UpperBound,Unit,NatureData,OriginData,Footnote1,Footnote2
Proportion of women in managerial positions,South-eastern Asia,458,Malaysia,2003,Female,-,-,-,23.2,-,-,Percentage,Country data,-,Population coverage: Excluding armed forces and/or conscripts,Age coverage - maximum age: 64 years old;
Proportion of women in managerial positions,South-eastern Asia,458,Malaysia,2008,Female,-,-,-,24.2,-,-,Percentage,Country data,-,Population coverage: Excluding armed forces and/or conscripts,Age coverage - maximum age: 64 years old;
Proportion of women in managerial positions,South-eastern Asia,458,Malaysia,2005,Female,-,-,-,25.5,-,-,Percentage,Country data,-,Population coverage: Excluding armed forces and/or conscripts,Age coverage - maximum age: 64 years old;
Proportion of women in managerial positions,South-eastern Asia,458,Malaysia,2007,Female,-,-,-,23,-,-,Percentage,Country data,-,Population coverage: Excluding armed forces and/or conscripts,Age coverage - maximum age: 64 years old;
Proportion of women in managerial positions,South-eastern Asia,458,Malaysia,2009,Female,-,-,-,23.1,-,-,Percentage,Country data,-,Age coverage - maximum age: 64 years old;,-
Proportion of women in managerial positions,South-eastern Asia,458,Malaysia,2010,Female,-,-,-,24.9,-,-,Percentage,Country data,-,Age coverage - maximum age: 64 years old;,-
Proportion of women in managerial positions,South-eastern Asia,458,Malaysia,2001,Female,-,-,-,21.8,-,-,Percentage,Country data,-,Population coverage: Excluding armed forces and/or conscripts,Age coverage - maximum age: 64 years old;
Proportion of women in managerial positions,South-eastern Asia,458,Malaysia,2004,Female,-,-,-,24.6,-,-,Percentage,Country data,-,Population coverage: Excluding armed forces and/or conscripts,Age coverage - maximum age: 64 years old;
Proportion of women in managerial positions,South-eastern Asia,458,Malaysia,2006,Female,-,-,-,23.4,-,-,Percentage,Country data,-,Population coverage: Excluding armed forces and/or conscripts,Age coverage - maximum age: 64 years old;
Proportion of women in managerial positions,South-eastern Asia,458,Malaysia,2011,Female,-,-,-,22.7,-,-,Percentage,Country data,-,Age coverage - maximum age: 64 years old;,-
Proportion of women in managerial positions,South-eastern Asia,458,Malaysia,2002,Female,-,-,-,23.1,-,-,Percentage,Country data,-,Population coverage: Excluding armed forces and/or conscripts,Age coverage - maximum age: 64 years old;
Proportion of women in managerial positions,South-eastern Asia,458,Malaysia,2012,Female,-,-,-,21.6,-,-,Percentage,Country data,-,Age coverage - maximum age: 64 years old;,-
Proportion of women in managerial positions,South-eastern Asia,458,Malaysia,2013,Female,-,-,-,22.1,-,-,Percentage,Country data,-,Age coverage - maximum age: 64 years old;,-
Proportion of women in managerial positions,South-eastern Asia,458,Malaysia,2015,Female,-,-,-,22.5,-,-,Percentage,Country data,-,Age coverage - maximum age: 64 years old;,-
Proportion of women in managerial positions,South-eastern Asia,458,Malaysia,2014,Female,-,-,-,22.3,-,-,Percentage,Country data,-,Age coverage - maximum age: 64 years old;,-
Proportion of women in managerial positions,South-eastern Asia,458,Malaysia,2016,Female,-,-,-,20.4,-,-,Percentage,Country data,-,Population coverage: Excluding institutional population,Age coverage - maximum age: 64 years old;
Proportion of women in managerial positions,South-eastern Asia,608,Philippines,2008,Female,-,-,-,54.8,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,South-eastern Asia,608,Philippines,2007,Female,-,-,-,57.6,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,South-eastern Asia,608,Philippines,2009,Female,-,-,-,53.4,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,South-eastern Asia,608,Philippines,2010,Female,-,-,-,52.7,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,South-eastern Asia,608,Philippines,2006,Female,-,-,-,57.9,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,South-eastern Asia,608,Philippines,2011,Female,-,-,-,52.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,South-eastern Asia,608,Philippines,2002,Female,-,-,-,57.8,-,-,Percentage,Country data,-,Population coverage: Excluding armed forces and/or conscripts;,-
Proportion of women in managerial positions,South-eastern Asia,608,Philippines,2012,Female,-,-,-,47.6,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,South-eastern Asia,608,Philippines,2013,Female,-,-,-,47.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,South-eastern Asia,608,Philippines,2015,Female,-,-,-,46.6,-,-,Percentage,Country data,-,Population coverage: Excluding institutional population;,-
Proportion of women in managerial positions,South-eastern Asia,608,Philippines,2014,Female,-,-,-,47,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,South-eastern Asia,608,Philippines,2017,Female,-,-,-,51.5,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,South-eastern Asia,626,Timor-Leste,2010,Female,-,-,-,10.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,South-eastern Asia,626,Timor-Leste,2013,Female,-,-,-,32.9,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Employment definition: Excluding own-use production workers;
Proportion of women in managerial positions,South-eastern Asia,702,Singapore,2003,Female,-,-,-,26.1,-,-,Percentage,Country data,-,Data reference period: June,Population coverage: Nationals  residents;
Proportion of women in managerial positions,South-eastern Asia,702,Singapore,2008,Female,-,-,-,31.4,-,-,Percentage,Country data,-,Data reference period: June,Population coverage: Nationals  residents;
Proportion of women in managerial positions,South-eastern Asia,702,Singapore,2007,Female,-,-,-,30.4,-,-,Percentage,Country data,-,Data reference period: June,Population coverage: Nationals  residents;
Proportion of women in managerial positions,South-eastern Asia,702,Singapore,2009,Female,-,-,-,31.3,-,-,Percentage,Country data,-,Data reference period: June,Population coverage: Nationals  residents;
Proportion of women in managerial positions,South-eastern Asia,702,Singapore,2010,Female,-,-,-,34.3,-,-,Percentage,Country data,-,Data reference period: June,Population coverage: Nationals  residents;
Proportion of women in managerial positions,South-eastern Asia,702,Singapore,2001,Female,-,-,-,25.1,-,-,Percentage,Country data,-,Data reference period: June,Population coverage: Nationals  residents;
Proportion of women in managerial positions,South-eastern Asia,702,Singapore,2004,Female,-,-,-,27.7,-,-,Percentage,Country data,-,Data reference period: June,Population coverage: Nationals  residents;
Proportion of women in managerial positions,South-eastern Asia,702,Singapore,2006,Female,-,-,-,31,-,-,Percentage,Country data,-,Data reference period: June,Population coverage: Excluding non-permanent residents
Proportion of women in managerial positions,South-eastern Asia,702,Singapore,2011,Female,-,-,-,33.9,-,-,Percentage,Country data,-,Data reference period: June,Population coverage: Nationals  residents;
Proportion of women in managerial positions,South-eastern Asia,702,Singapore,2002,Female,-,-,-,26.1,-,-,Percentage,Country data,-,Data reference period: June,Population coverage: Nationals  residents;
Proportion of women in managerial positions,South-eastern Asia,702,Singapore,2012,Female,-,-,-,33.8,-,-,Percentage,Country data,-,Data reference period: June,Population coverage: Nationals  residents;
Proportion of women in managerial positions,South-eastern Asia,702,Singapore,2013,Female,-,-,-,33.7,-,-,Percentage,Country data,-,Data reference period: June,Population coverage: Nationals  residents;
Proportion of women in managerial positions,South-eastern Asia,702,Singapore,2015,Female,-,-,-,34,-,-,Percentage,Country data,-,Data reference period: June,Population coverage: Nationals  residents;
Proportion of women in managerial positions,South-eastern Asia,702,Singapore,2014,Female,-,-,-,33.9,-,-,Percentage,Country data,-,Data reference period: June,Population coverage: Nationals  residents;
Proportion of women in managerial positions,South-eastern Asia,702,Singapore,2017,Female,-,-,-,34.5,-,-,Percentage,Country data,-,Data reference period: June,Population coverage: Nationals  residents;
Proportion of women in managerial positions,South-eastern Asia,704,Viet Nam,2003,Female,-,-,-,19.9,-,-,Percentage,Country data,-,Data reference period: July,Geographical coverage: Total national  excluding overseas territories
Proportion of women in managerial positions,South-eastern Asia,704,Viet Nam,2000,Female,-,-,-,16.8,-,-,Percentage,Country data,-,Data reference period: July,Geographical coverage: Total national  excluding overseas territories
Proportion of women in managerial positions,South-eastern Asia,704,Viet Nam,2007,Female,-,-,-,20.5,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised,-
Proportion of women in managerial positions,South-eastern Asia,704,Viet Nam,2009,Female,-,-,-,20.8,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,South-eastern Asia,704,Viet Nam,2010,Female,-,-,-,23.4,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,South-eastern Asia,704,Viet Nam,2001,Female,-,-,-,19.1,-,-,Percentage,Country data,-,Data reference period: July,Geographical coverage: Total national  excluding overseas territories
Proportion of women in managerial positions,South-eastern Asia,704,Viet Nam,2004,Female,-,-,-,22.2,-,-,Percentage,Country data,-,Data reference period: July,Geographical coverage: Total national  excluding overseas territories
Proportion of women in managerial positions,South-eastern Asia,704,Viet Nam,2011,Female,-,-,-,23.3,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,South-eastern Asia,704,Viet Nam,2002,Female,-,-,-,19.3,-,-,Percentage,Country data,-,Data reference period: July,Geographical coverage: Total national  excluding overseas territories
Proportion of women in managerial positions,South-eastern Asia,704,Viet Nam,2012,Female,-,-,-,23.9,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,South-eastern Asia,704,Viet Nam,2013,Female,-,-,-,24.4,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,South-eastern Asia,704,Viet Nam,2015,Female,-,-,-,25.8,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,South-eastern Asia,704,Viet Nam,2014,Female,-,-,-,22.9,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,South-eastern Asia,704,Viet Nam,2016,Female,-,-,-,26.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,South-eastern Asia,704,Viet Nam,2017,Female,-,-,-,27.2,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,South-eastern Asia,764,Thailand,2003,Female,-,-,-,26.3,-,-,Percentage,Country data,-,Data reference period: Third quarter,Population coverage: Excluding armed forces and/or conscripts;
Proportion of women in managerial positions,South-eastern Asia,764,Thailand,2008,Female,-,-,-,23.7,-,-,Percentage,Country data,-,Data reference period: Third quarter,Population coverage: Excluding armed forces and/or conscripts;
Proportion of women in managerial positions,South-eastern Asia,764,Thailand,2005,Female,-,-,-,28.8,-,-,Percentage,Country data,-,Data reference period: Third quarter,Population coverage: Excluding armed forces and/or conscripts;
Proportion of women in managerial positions,South-eastern Asia,764,Thailand,2007,Female,-,-,-,29.7,-,-,Percentage,Country data,-,Data reference period: Third quarter,Population coverage: Excluding armed forces and/or conscripts;
